DateTime,BC_Inflow_cms,BC_Temp_C
07/01/2013 0:00,0.7,8.722
07/01/2013 1:00,0.7,8.6235
07/01/2013 2:00,0.7,8.4745
07/01/2013 3:00,0.7,8.3255
07/01/2013 4:00,0.7,8.227
07/01/2013 5:00,0.7,8.1275
07/01/2013 6:00,0.7,8.1275
07/01/2013 7:00,0.7,8.2775
07/01/2013 8:00,0.7,8.724
07/01/2013 9:00,0.7,8.775
07/01/2013 10:00,0.7,8.9725
07/01/2013 11:00,0.7,9.0705
07/01/2013 12:00,0.7,9.1685
07/01/2013 13:00,0.7,9.3655
07/01/2013 14:00,0.7,9.5615
07/01/2013 15:00,0.7,9.708
07/01/2013 16:00,0.7,9.7565
07/01/2013 17:00,0.7,9.8065
07/01/2013 18:00,0.7,9.659
07/01/2013 19:00,0.7,9.6105
07/01/2013 20:00,0.7,9.512
07/01/2013 21:00,0.7,9.413
07/01/2013 22:00,0.7,9.215
07/01/2013 23:00,0.7,9.0675
07/02/2013 0:00,0.7,8.968
07/02/2013 1:00,0.7,8.82
07/02/2013 2:00,0.7,8.821
07/02/2013 3:00,0.7,8.723
07/02/2013 4:00,0.7,8.6735
07/02/2013 5:00,0.7,8.6245
07/02/2013 6:00,0.7,8.675
07/02/2013 7:00,0.7,8.874
07/02/2013 8:00,0.7,9.2195
07/02/2013 9:00,0.7,9.6635
07/02/2013 10:00,0.7,10.543
07/02/2013 11:00,0.7,11.46
07/02/2013 12:00,0.7,11.8435
07/02/2013 13:00,0.7,11.316
07/02/2013 14:00,0.7,10.9275
07/02/2013 15:00,0.7,10.7345
07/02/2013 16:00,0.7,10.8355
07/02/2013 17:00,0.7,10.638
07/02/2013 18:00,0.7,10.5405
07/02/2013 19:00,0.7,10.4425
07/02/2013 20:00,0.7,10.2955
07/02/2013 21:00,0.7,10.149
07/02/2013 22:00,0.7,9.952
07/02/2013 23:00,0.7,9.805
07/03/2013 0:00,0.7,9.708
07/03/2013 1:00,0.7,9.659
07/03/2013 2:00,0.7,9.512
07/03/2013 3:00,0.7,9.4635
07/03/2013 4:00,0.7,9.4145
07/03/2013 5:00,0.7,9.3655
07/03/2013 6:00,0.7,9.415
07/03/2013 7:00,0.7,9.564
07/03/2013 8:00,0.7,9.9085
07/03/2013 9:00,0.7,10.202
07/03/2013 10:00,0.7,10.932
07/03/2013 11:00,0.7,11.948
07/03/2013 12:00,0.7,12.0975
07/03/2013 13:00,0.7,12.2465
07/03/2013 14:00,0.7,12.438
07/03/2013 15:00,0.7,12.437
07/03/2013 16:00,0.7,12.438
07/03/2013 17:00,0.7,12
07/03/2013 18:00,0.7,11.7565
07/03/2013 19:00,0.7,11.5135
07/03/2013 20:00,0.7,11.2705
07/03/2013 21:00,0.7,11.0765
07/03/2013 22:00,0.7,10.881
07/03/2013 23:00,0.7,10.6865
07/04/2013 0:00,0.7,10.5405
07/04/2013 1:00,0.7,10.394
07/04/2013 2:00,0.7,10.2955
07/04/2013 3:00,0.7,10.247
07/04/2013 4:00,0.7,10.149
07/04/2013 5:00,0.7,10.1005
07/04/2013 6:00,0.7,10.1005
07/04/2013 7:00,0.7,10.2485
07/04/2013 8:00,0.7,10.493
07/04/2013 9:00,0.7,10.8355
07/04/2013 10:00,0.7,11.0765
07/04/2013 11:00,0.7,12.2275
07/04/2013 12:00,0.7,12.1335
07/04/2013 13:00,0.7,11.707
07/04/2013 14:00,0.7,11.997
07/04/2013 15:00,0.7,11.948
07/04/2013 16:00,0.7,11.659
07/04/2013 17:00,0.7,11.4655
07/04/2013 18:00,0.7,11.2705
07/04/2013 19:00,0.7,11.125
07/04/2013 20:00,0.7,10.979
07/04/2013 21:00,0.7,10.783
07/04/2013 22:00,0.7,10.637
07/04/2013 23:00,0.7,10.491
07/05/2013 0:00,0.7,10.394
07/05/2013 1:00,0.7,10.297
07/05/2013 2:00,0.7,10.298
07/05/2013 3:00,0.7,10.201
07/05/2013 4:00,0.7,10.1525
07/05/2013 5:00,0.7,10.1525
07/05/2013 6:00,0.7,10.202
07/05/2013 7:00,0.7,10.349
07/05/2013 8:00,0.7,10.739
07/05/2013 9:00,0.7,11.1765
07/05/2013 10:00,0.7,11.855
07/05/2013 11:00,0.7,12.91
07/05/2013 12:00,0.7,13.15
07/05/2013 13:00,0.7,12.772
07/05/2013 14:00,0.7,12.9655
07/05/2013 15:00,0.7,12.9175
07/05/2013 16:00,0.7,12.871
07/05/2013 17:00,0.7,12.5805
07/05/2013 18:00,0.7,12.29
07/05/2013 19:00,0.7,12.0955
07/05/2013 20:00,0.7,11.903
07/05/2013 21:00,0.7,11.7575
07/05/2013 22:00,0.7,11.6125
07/05/2013 23:00,0.7,11.5645
07/06/2013 0:00,0.7,11.4665
07/06/2013 1:00,0.7,11.369
07/06/2013 2:00,0.7,11.321
07/06/2013 3:00,0.7,11.2245
07/06/2013 4:00,0.7,11.2245
07/06/2013 5:00,0.7,11.2245
07/06/2013 6:00,0.7,11.2245
07/06/2013 7:00,0.7,11.1755
07/06/2013 8:00,0.7,11.273
07/06/2013 9:00,0.7,11.273
07/06/2013 10:00,0.7,11.5135
07/06/2013 11:00,0.7,12.0955
07/06/2013 12:00,0.7,12.6765
07/06/2013 13:00,0.7,12.7755
07/06/2013 14:00,0.7,13.064
07/06/2013 15:00,0.7,13.015
07/06/2013 16:00,0.7,13.0655
07/06/2013 17:00,0.7,12.7745
07/06/2013 18:00,0.7,12.5315
07/06/2013 19:00,0.7,12.29
07/06/2013 20:00,0.7,12.048
07/06/2013 21:00,0.7,11.903
07/06/2013 22:00,0.7,11.7085
07/06/2013 23:00,0.7,11.563
07/07/2013 0:00,0.7,11.4665
07/07/2013 1:00,0.7,11.321
07/07/2013 2:00,0.7,11.224
07/07/2013 3:00,0.7,11.1755
07/07/2013 4:00,0.7,11.1275
07/07/2013 5:00,0.7,11.079
07/07/2013 6:00,0.7,10.9815
07/07/2013 7:00,0.7,11.079
07/07/2013 8:00,0.7,11.3225
07/07/2013 9:00,0.7,11.663
07/07/2013 10:00,0.7,12.436
07/07/2013 11:00,0.7,13.346
07/07/2013 12:00,0.7,13.6365
07/07/2013 13:00,0.7,13.498
07/07/2013 14:00,0.7,13.8355
07/07/2013 15:00,0.7,13.5935
07/07/2013 16:00,0.7,13.499
07/07/2013 17:00,0.7,13.063
07/07/2013 18:00,0.7,12.822
07/07/2013 19:00,0.7,12.5315
07/07/2013 20:00,0.7,12.29
07/07/2013 21:00,0.7,12.145
07/07/2013 22:00,0.7,11.952
